3.0 0.0
5.0 1.0

5.0 0.0
0.0 4.0

7.0 0.0
11.0 1.0

9.0 0.0
7.0 2.0

11.0 0.0
17.0 1.0

13.0 0.0
5.0 3.0

15.0 0.0
23.0 1.0

17.0 0.0
13.0 2.0

19.0 0.0
29.0 1.0

21.0 0.0
0.0 6.0

23.0 0.0
35.0 1.0

25.0 0.0
19.0 2.0

27.0 0.0
41.0 1.0

29.0 0.0
11.0 3.0

31.0 0.0
47.0 1.0

33.0 0.0
25.0 2.0

35.0 0.0
53.0 1.0

37.0 0.0
7.0 4.0

39.0 0.0
59.0 1.0

41.0 0.0
31.0 2.0

43.0 0.0
65.0 1.0

45.0 0.0
17.0 3.0

47.0 0.0
71.0 1.0

49.0 0.0
37.0 2.0

51.0 0.0
77.0 1.0

53.0 0.0
5.0 5.0

55.0 0.0
83.0 1.0

57.0 0.0
43.0 2.0

59.0 0.0
89.0 1.0

61.0 0.0
23.0 3.0

63.0 0.0
95.0 1.0

65.0 0.0
49.0 2.0

67.0 0.0
101.0 1.0

69.0 0.0
13.0 4.0

71.0 0.0
107.0 1.0

73.0 0.0
55.0 2.0

75.0 0.0
113.0 1.0

77.0 0.0
29.0 3.0

79.0 0.0
119.0 1.0

81.0 0.0
61.0 2.0

83.0 0.0
125.0 1.0

85.0 0.0
0.0 8.0

87.0 0.0
131.0 1.0

89.0 0.0
67.0 2.0

91.0 0.0
137.0 1.0

93.0 0.0
35.0 3.0

95.0 0.0
143.0 1.0

97.0 0.0
73.0 2.0

99.0 0.0
149.0 1.0

101.0 0.0
19.0 4.0

103.0 0.0
155.0 1.0

105.0 0.0
79.0 2.0

107.0 0.0
161.0 1.0

109.0 0.0
41.0 3.0

111.0 0.0
167.0 1.0

113.0 0.0
85.0 2.0

115.0 0.0
173.0 1.0

117.0 0.0
11.0 5.0

119.0 0.0
179.0 1.0

121.0 0.0
91.0 2.0

123.0 0.0
185.0 1.0

125.0 0.0
47.0 3.0

127.0 0.0
191.0 1.0

129.0 0.0
97.0 2.0

131.0 0.0
197.0 1.0

133.0 0.0
25.0 4.0

135.0 0.0
203.0 1.0

137.0 0.0
103.0 2.0

139.0 0.0
209.0 1.0

141.0 0.0
53.0 3.0

143.0 0.0
215.0 1.0

145.0 0.0
109.0 2.0

147.0 0.0
221.0 1.0

149.0 0.0
7.0 6.0

151.0 0.0
227.0 1.0

153.0 0.0
115.0 2.0

155.0 0.0
233.0 1.0

157.0 0.0
59.0 3.0

159.0 0.0
239.0 1.0

161.0 0.0
121.0 2.0

163.0 0.0
245.0 1.0

165.0 0.0
31.0 4.0

167.0 0.0
251.0 1.0

169.0 0.0
127.0 2.0

171.0 0.0
257.0 1.0

173.0 0.0
65.0 3.0

175.0 0.0
263.0 1.0

177.0 0.0
133.0 2.0

179.0 0.0
269.0 1.0

181.0 0.0
17.0 5.0

183.0 0.0
275.0 1.0

185.0 0.0
139.0 2.0

187.0 0.0
281.0 1.0

189.0 0.0
71.0 3.0

191.0 0.0
287.0 1.0

193.0 0.0
145.0 2.0

195.0 0.0
293.0 1.0

197.0 0.0
37.0 4.0

199.0 0.0
299.0 1.0

201.0 0.0
151.0 2.0

203.0 0.0
305.0 1.0

205.0 0.0
77.0 3.0

207.0 0.0
311.0 1.0

209.0 0.0
157.0 2.0

211.0 0.0
317.0 1.0

213.0 0.0
5.0 7.0

215.0 0.0
323.0 1.0

217.0 0.0
163.0 2.0

219.0 0.0
329.0 1.0

221.0 0.0
83.0 3.0

223.0 0.0
335.0 1.0

225.0 0.0
169.0 2.0

227.0 0.0
341.0 1.0

229.0 0.0
43.0 4.0

231.0 0.0
347.0 1.0

233.0 0.0
175.0 2.0

235.0 0.0
353.0 1.0

237.0 0.0
89.0 3.0

239.0 0.0
359.0 1.0

241.0 0.0
181.0 2.0

243.0 0.0
365.0 1.0

245.0 0.0
23.0 5.0

247.0 0.0
371.0 1.0

249.0 0.0
187.0 2.0

251.0 0.0
377.0 1.0

253.0 0.0
95.0 3.0

255.0 0.0
383.0 1.0

257.0 0.0
193.0 2.0

259.0 0.0
389.0 1.0

261.0 0.0
49.0 4.0

263.0 0.0
395.0 1.0

265.0 0.0
199.0 2.0

267.0 0.0
401.0 1.0

269.0 0.0
101.0 3.0

271.0 0.0
407.0 1.0

273.0 0.0
205.0 2.0

275.0 0.0
413.0 1.0

277.0 0.0
13.0 6.0

279.0 0.0
419.0 1.0

281.0 0.0
211.0 2.0

283.0 0.0
425.0 1.0

285.0 0.0
107.0 3.0

287.0 0.0
431.0 1.0

289.0 0.0
217.0 2.0

291.0 0.0
437.0 1.0

293.0 0.0
55.0 4.0

295.0 0.0
443.0 1.0

297.0 0.0
223.0 2.0

299.0 0.0
449.0 1.0

301.0 0.0
113.0 3.0

303.0 0.0
455.0 1.0

305.0 0.0
229.0 2.0

307.0 0.0
461.0 1.0

309.0 0.0
29.0 5.0

311.0 0.0
467.0 1.0

313.0 0.0
235.0 2.0

315.0 0.0
473.0 1.0

317.0 0.0
119.0 3.0

319.0 0.0
479.0 1.0

321.0 0.0
241.0 2.0

323.0 0.0
485.0 1.0

325.0 0.0
61.0 4.0

